Aug 15 17:52:19 p0-online-boutique systemd[1]: Started kubelet.service - kubelet: The Kubernetes Node Agent.
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.652042     588 server.go:529] "Kubelet version" kubeletVersion="v1.34.0"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.704445     588 factory.go:223] Registration of the systemd container factory successfully
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.704595     588 factory.go:221] Registration of the crio container factory failed: Get "http://%2Fvar%2Frun%2Fcrio%2Fcrio.sock/info": dial unix /var/run/crio/crio.sock: connect: no such file or directory
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.709079     588 scope.go:117] "RemoveContainer" containerID="78799a0a0f9fddcd7ca4f6d5a809471007589454a74d30c3bff007932eb3ace6"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.709090     588 factory.go:223] Registration of the containerd container factory successfully
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.722275     588 cpu_manager.go:221] "Starting CPU manager" policy="none"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.722331     588 cpu_manager.go:222] "Reconciling" reconcilePeriod="10s"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.722355     588 state_mem.go:36] "Initialized new in-memory state store"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.722851     588 state_mem.go:88] "Updated default CPUSet" cpuSet=""
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.722872     588 state_mem.go:96] "Updated CPUSet assignments" assignments={}
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.722910     588 policy_none.go:49] "None policy: Start"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.722933     588 memory_manager.go:187] "Starting memorymanager" policy="None"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.722948     588 state_mem.go:36] "Initializing new in-memory state store" logger="Memory Manager state checkpoint"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.723327     588 state_mem.go:77] "Updated machine memory state" logger="Memory Manager state checkpoint"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.723349     588 policy_none.go:47] "Start"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.726282     588 scope.go:117] "RemoveContainer" containerID="270d7375f5a9e2178ff195e20254956fe4d5e61285f54c4eebeffb67609a909e"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.729224     588 reconciler.go:29] "Reconciler: start to sync state"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: E0815 17:52:19.729589     588 reconstruct.go:189] "Failed to get Node status to reconstruct device paths" err="Get \"https://192.168.49.2:8443/api/v1/nodes/p0-online-boutique\": dial tcp 192.168.49.2:8443: connect: connection refused"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.736030     588 scope.go:117] "RemoveContainer" containerID="fc190fd3de8efa3784bd4132f104910b52d5a6fa222d3e8986ebd598d84944a7"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.741224     588 kubelet_network_linux.go:54] "Initialized iptables rules." protocol="IPv4"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: E0815 17:52:19.741621     588 manager.go:513] "Failed to read data from checkpoint" err="checkpoint is not found" checkpoint="kubelet_internal_checkpoint"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.741794     588 eviction_manager.go:189] "Eviction manager: starting control loop"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.741828     588 container_log_manager.go:146] "Initializing container log rotate workers" workers=1 monitorPeriod="10s"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.742495     588 plugin_manager.go:118] "Starting Kubelet Plugin Manager"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.742926     588 kubelet_network_linux.go:54] "Initialized iptables rules." protocol="IPv6"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.742964     588 status_manager.go:244] "Starting to sync pod status with apiserver"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.743025     588 kubelet.go:2427] "Starting kubelet main sync loop"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: E0815 17:52:19.743075     588 kubelet.go:2451] "Skipping pod synchronization" err="PLEG is not healthy: pleg has yet to be successful"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: E0815 17:52:19.742985     588 eviction_manager.go:267] "eviction manager: failed to check if we have separate container filesystem. Ignoring." err="no imagefs label for configured runtime"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: E0815 17:52:19.743138     588 eviction_manager.go:292] "Eviction manager: failed to get summary stats" err="failed to get node info: node \"p0-online-boutique\" not found"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: E0815 17:52:19.745898     588 reflector.go:205] "Failed to watch" err="failed to list *v1.RuntimeClass: Get \"https://192.168.49.2:8443/apis/node.k8s.io/v1/runtimeclasses?limit=500&resourceVersion=0\": dial tcp 192.168.49.2:8443: connect: connection refused" logger="UnhandledError" reflector="k8s.io/client-go/informers/factory.go:160" type="*v1.RuntimeClass"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.747149     588 scope.go:117] "RemoveContainer" containerID="37dc2414569210eba33963f77abcf8bf4efab9cb9f8ef1fe4f64b4e0eccfe0d8"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.757600     588 scope.go:117] "RemoveContainer" containerID="23b9c3336cdbb4c5680e9c28c713c27b9a9c3b3644a399cf5c309474cde29ddb"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.766324     588 scope.go:117] "RemoveContainer" containerID="7c16b0dbe3473a6720b33be17d76ca37ecdf25d344024dc03c71dc7f0e9384a9"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.774990     588 scope.go:117] "RemoveContainer" containerID="19542076a08c6f93f6a1085bf81c6ab5021927464b46894b30e130f5122ad036"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.783846     588 scope.go:117] "RemoveContainer" containerID="73141370182944d3c51c97303c7b4a88c7cfde44094bc5da19fbe6ff2b242bcf"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.794840     588 scope.go:117] "RemoveContainer" containerID="1be33bb077ac716dc8429494616dbe04db628cf6c4b040b3af72844e84fc15f2"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.802743     588 scope.go:117] "RemoveContainer" containerID="63b97bebd54a25fe03ff54d56c9ca3e796b2b4415bbfc9e74c48eb8b46dad8cc"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.812402     588 scope.go:117] "RemoveContainer" containerID="95f6daeb61354a00796cdbd583eeb9c84f1fcd27f46c903ebbc43c1d5818777e"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.821079     588 scope.go:117] "RemoveContainer" containerID="5b5f7290a8fb4c2115f28a1a5e8abedcaade016c637819ddf9efea0d594b2b19"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: E0815 17:52:19.830040     588 reconstruct.go:189] "Failed to get Node status to reconstruct device paths" err="Get \"https://192.168.49.2:8443/api/v1/nodes/p0-online-boutique\": dial tcp 192.168.49.2:8443: connect: connection refused"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.830181     588 scope.go:117] "RemoveContainer" containerID="aa6487163bdb0fdf43dfbab0059d62acc6a431e3caa2f2c8357520e33d52ca7e"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.839637     588 scope.go:117] "RemoveContainer" containerID="03c91905835cfed052dc10617ed26ea2377601d4bb52d4e83b3806f5c6f7216c"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.842944     588 kubelet_node_status.go:75] "Attempting to register node" node="p0-online-boutique"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: E0815 17:52:19.843250     588 kubelet_node_status.go:107] "Unable to register node with API server" err="Post \"https://192.168.49.2:8443/api/v1/nodes\": dial tcp 192.168.49.2:8443: connect: connection refused" node="p0-online-boutique"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: E0815 17:52:19.845904     588 kubelet.go:3215] "No need to create a mirror pod, since failed to get node info from the cluster" err="node \"p0-online-boutique\" not found" node="p0-online-boutique"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: E0815 17:52:19.846393     588 kubelet.go:3215] "No need to create a mirror pod, since failed to get node info from the cluster" err="node \"p0-online-boutique\" not found" node="p0-online-boutique"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.850032     588 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="ae2dbde4728971ab74df2e088510fdbf33727ac6206028c219f5269fb2dc59c9"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.850085     588 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="4e0aed30b8e8e8bef03ddad234bb898cb5a278304d134655a854d41ab9bae1e6"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.850112     588 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="5d11df7e9d204b2516fceef1e7efd7e8eb9116238d8aef116c5b94ff71b03ea8"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.850170     588 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="964262b5af6723f62146ea51928b26afb78f1077649abcf8eaf46c92f2c8495a"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.850182     588 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="77be84e7331b3e34ef1c82882486852343bee417dea10c6e8adb3405c3287916"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.850196     588 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="a00e97df1c48c3eb63c482fec59ebc69e2d53a295f512b5957f442ffe94123af"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.850203     588 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="405f03e87d07e362e9594dc522f193733f21072004e8d56fbebe134adc21482f"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.850216     588 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="973a8575af3c4f62317de43d9931e7692c226978e8867d787f39fab0c7b554e2"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.850225     588 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="7f8e67e19efa916ca72c7efd192fe3d4e1c8459ccd9c8ba659ec34ae6538eace"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.850235     588 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="37dc2414569210eba33963f77abcf8bf4efab9cb9f8ef1fe4f64b4e0eccfe0d8"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.850243     588 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="bbb8eb7d59a15f6fe9dcb75847e56fd7a81052d97f5db7fc000a66c918937f31"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.850250     588 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="cd0f52f26df11a97cef30831a30b840b391090558163723dc6ebe6505290bb8d"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.850262     588 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="ada5a0973e218e2842206a1072a2524b54d71180e5c7c80ae369f5a544d6b1c6"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.850271     588 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="4fa45cf298ed4a8c1af6bc46068e7789fa5ddb394fc227b567dce9b9071c9c0c"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.850280     588 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="9855c940540a0e5a797a3ec35ab0bf82a7b112c6c3699e9e516ba558f33c7675"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.850290     588 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="06ea4e95c154c5c30729af902c68945c9e89edc8412129e3e414d20e7cdfe928"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.850298     588 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="fc190fd3de8efa3784bd4132f104910b52d5a6fa222d3e8986ebd598d84944a7"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.850334     588 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="791184e7326659c09757681c3155dd78308dfe471bff408d0d5d734a4f4765b0"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.850345     588 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="69e00f370249ffc3799db3c5acf0ce3153581bbf1a0164fbf57d2a3823ed8813"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.850355     588 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="123052366401ab46cd07213d1ac712d803741f383714d65a6a8d4625647e0e98"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.850367     588 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="5401ac12d8e96277074e4b4efa19a6bbdeed3693d790eb3d33112dd8ffde6288"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.850420     588 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="87c79d86768c269ccc48cc7e18193f88e062df3828a9046b12e13f7b342d96dd"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.850451     588 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="23b9c3336cdbb4c5680e9c28c713c27b9a9c3b3644a399cf5c309474cde29ddb"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.850463     588 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="7bcc3ea6ba9d61b37f8290bcc00802298a0bd6253b2a375382c94db7ec008f87"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.850475     588 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="9b38e4802ab3e775a6581849ca8e3b875b98db8d0fa56e4c923793d77ce601c9"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.850490     588 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="1be33bb077ac716dc8429494616dbe04db628cf6c4b040b3af72844e84fc15f2"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.850500     588 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="4cfcc3c43a37051e52a95fc6f0dd427a042532c8b4c7f302408c666e078a8100"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.850509     588 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="247343992377c995ff2cb4228d1f350024886a91bab18ccde7d0babf721c6367"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.850541     588 scope.go:117] "RemoveContainer" containerID="19542076a08c6f93f6a1085bf81c6ab5021927464b46894b30e130f5122ad036"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.850549     588 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="34638ec9f2eac630e33b984aefde6cf42e4a96421b1e10dbad7812c92c58fba1"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.850562     588 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="9011e43c7bbd3fec1e42db40eb10b7d51f71d6eec2089f705b50fabdac651d3d"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.850571     588 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="e0f9ad2565e3407351abc4ce257ae082fdd184bb8ddd5fb0db72b384d4230e58"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.850578     588 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="df84ebdde5fbcf017f7c0c580149a05f2d72c3949503371e4899346fdeacd116"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.850586     588 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="b007e6e57dcdebd4ad9e1392d9e10623cb9fac87ea614e462f356a01ca6ae95e"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.850595     588 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="73141370182944d3c51c97303c7b4a88c7cfde44094bc5da19fbe6ff2b242bcf"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.850603     588 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="574e0efb8bf6a393d5bfb7c857c430407210d7c9dffab3a0929589ddf6331d3c"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.850613     588 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="d9be65491573503326a850378d7e917dd117317d520cd0c56f6d49f750c1b72f"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.850624     588 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="af5fa151f0da8f3d292c38a000f4ee6c5944db6a2fdde8a1e6a4300eec1af3c6"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.850632     588 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="eff5854b360709c250d54813386a37f73b875646c9ea69500a1e671ebc37832f"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.850652     588 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="f3d9e43d901e5022c0863cc728496e9dffaba170700bb0fab49d43521477961c"
Aug 15 17:52:19 p0-online-boutique kubelet[588]: I0815 17:52:19.850665     588 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="19a807530406c21318136953024ca6e5acea0dfc9bdf8b0697f42e365479ae4f"
