Sep 03 17:18:34 p0-online-boutique systemd[1]: Started kubelet.service - kubelet: The Kubernetes Node Agent.
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.245513     600 server.go:529] "Kubelet version" kubeletVersion="v1.34.0"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: E0903 17:18:35.276971     600 reflector.go:205] "Failed to watch" err="failed to list *v1.Service: Get \"https://192.168.49.2:8443/api/v1/services?fieldSelector=spec.clusterIP%21%3DNone&limit=500&resourceVersion=0\": dial tcp 192.168.49.2:8443: connect: connection refused" logger="UnhandledError" reflector="k8s.io/client-go/informers/factory.go:160" type="*v1.Service"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.280104     600 kuberuntime_manager.go:291] "Container runtime initialized" containerRuntime="containerd" version="v2.2.1" apiVersion="v1"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.281212     600 kubelet.go:940] "Not starting ClusterTrustBundle informer because we are in static kubelet mode or the ClusterTrustBundleProjection featuregate is disabled"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.281258     600 kubelet.go:964] "Not starting PodCertificateRequest manager because we are in static kubelet mode or the PodCertificateProjection feature gate is disabled"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.290985     600 server.go:1262] "Started kubelet"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.293839     600 server.go:180] "Starting to listen" address="0.0.0.0" port=10250
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.293879     600 ratelimit.go:56] "Setting rate limiting for endpoint" service="podresources" qps=100 burstTokens=10
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.294180     600 server_v1.go:49] "podresources" method="list" useActivePods=true
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.294680     600 fs_resource_analyzer.go:67] "Starting FS ResourceAnalyzer"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.295078     600 server.go:249] "Starting to serve the podresources API" endpoint="unix:/var/lib/kubelet/pod-resources/kubelet.sock"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.295316     600 dynamic_serving_content.go:135] "Starting controller" name="kubelet-server-cert-files::/var/lib/kubelet/pki/kubelet.crt::/var/lib/kubelet/pki/kubelet.key"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: E0903 17:18:35.295668     600 kubelet_node_status.go:404] "Error getting the current node from lister" err="node \"p0-online-boutique\" not found"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: E0903 17:18:35.296675     600 controller.go:145] "Failed to ensure lease exists, will retry" err="Get \"https://192.168.49.2:8443/apis/coordination.k8s.io/v1/namespaces/kube-node-lease/leases/p0-online-boutique?timeout=10s\": dial tcp 192.168.49.2:8443: connect: connection refused" interval="200ms"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.297649     600 desired_state_of_world_populator.go:146] "Desired state populator starts to run"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: E0903 17:18:35.297698     600 reflector.go:205] "Failed to watch" err="failed to list *v1.CSIDriver: Get \"https://192.168.49.2:8443/apis/storage.k8s.io/v1/csidrivers?limit=500&resourceVersion=0\": dial tcp 192.168.49.2:8443: connect: connection refused" logger="UnhandledError" reflector="k8s.io/client-go/informers/factory.go:160" type="*v1.CSIDriver"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.297663     600 volume_manager.go:313] "Starting Kubelet Volume Manager"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: E0903 17:18:35.298634     600 event.go:368] "Unable to write event (may retry after sleeping)" err="Post \"https://192.168.49.2:8443/api/v1/namespaces/default/events\": dial tcp 192.168.49.2:8443: connect: connection refused" event="&Event{ObjectMeta:{p0-online-boutique.18d1df2de75c8ed5  default    0 0001-01-01 00:00:00 +0000 UTC <nil> <nil> map[] map[] [] [] []},InvolvedObject:ObjectReference{Kind:Node,Namespace:,Name:p0-online-boutique,UID:p0-online-boutique,APIVersion:,ResourceVersion:,FieldPath:,},Reason:Starting,Message:Starting kubelet.,Source:EventSource{Component:kubelet,Host:p0-online-boutique,},FirstTimestamp:2026-09-03 17:18:35.290922709 +0000 UTC m=+0.224146765,LastTimestamp:2026-09-03 17:18:35.290922709 +0000 UTC m=+0.224146765,Count:1,Type:Normal,EventTime:0001-01-01 00:00:00 +0000 UTC,Series:nil,Action:,Related:nil,ReportingController:kubelet,ReportingInstance:p0-online-boutique,}"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.301143     600 scope.go:117] "RemoveContainer" containerID="28461366adf578d6dd74e4568050616c7f41365de556976289748177a219e668"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.301518     600 server.go:310] "Adding debug handlers to kubelet server"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.302129     600 factory.go:223] Registration of the containerd container factory successfully
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.302150     600 factory.go:223] Registration of the systemd container factory successfully
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.302364     600 factory.go:221] Registration of the crio container factory failed: Get "http://%2Fvar%2Frun%2Fcrio%2Fcrio.sock/info": dial unix /var/run/crio/crio.sock: connect: no such file or directory
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.310069     600 cpu_manager.go:221] "Starting CPU manager" policy="none"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.310087     600 cpu_manager.go:222] "Reconciling" reconcilePeriod="10s"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.310136     600 state_mem.go:36] "Initialized new in-memory state store"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.311228     600 state_mem.go:88] "Updated default CPUSet" cpuSet=""
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.311280     600 state_mem.go:96] "Updated CPUSet assignments" assignments={}
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.311367     600 policy_none.go:49] "None policy: Start"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.311389     600 memory_manager.go:187] "Starting memorymanager" policy="None"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.311408     600 state_mem.go:36] "Initializing new in-memory state store" logger="Memory Manager state checkpoint"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.312095     600 state_mem.go:77] "Updated machine memory state" logger="Memory Manager state checkpoint"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.312126     600 policy_none.go:47] "Start"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.312963     600 scope.go:117] "RemoveContainer" containerID="ae2227ffab1e30724a1b03fb23da968449b005b1ebddf962fd7fec36c5302f2f"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.315235     600 reconciler.go:29] "Reconciler: start to sync state"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: E0903 17:18:35.315644     600 reconstruct.go:189] "Failed to get Node status to reconstruct device paths" err="Get \"https://192.168.49.2:8443/api/v1/nodes/p0-online-boutique\": dial tcp 192.168.49.2:8443: connect: connection refused"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.320884     600 scope.go:117] "RemoveContainer" containerID="fe70f0586dab5226544761af2657c5ce74d90612a001448a4d846bd0ef4864fe"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.327238     600 kubelet_network_linux.go:54] "Initialized iptables rules." protocol="IPv4"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.330127     600 kubelet_network_linux.go:54] "Initialized iptables rules." protocol="IPv6"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.330170     600 status_manager.go:244] "Starting to sync pod status with apiserver"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.330201     600 kubelet.go:2427] "Starting kubelet main sync loop"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.330241     600 scope.go:117] "RemoveContainer" containerID="1f43e0b44e824eb1daafd960a8b6a7656a9d10e570febd35fc35a530cfb3ae6c"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: E0903 17:18:35.330245     600 kubelet.go:2451] "Skipping pod synchronization" err="[container runtime status check may not have completed yet, PLEG is not healthy: pleg has yet to be successful]"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: E0903 17:18:35.330825     600 reflector.go:205] "Failed to watch" err="failed to list *v1.RuntimeClass: Get \"https://192.168.49.2:8443/apis/node.k8s.io/v1/runtimeclasses?limit=500&resourceVersion=0\": dial tcp 192.168.49.2:8443: connect: connection refused" logger="UnhandledError" reflector="k8s.io/client-go/informers/factory.go:160" type="*v1.RuntimeClass"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: E0903 17:18:35.337442     600 manager.go:513] "Failed to read data from checkpoint" err="checkpoint is not found" checkpoint="kubelet_internal_checkpoint"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.337656     600 eviction_manager.go:189] "Eviction manager: starting control loop"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.337673     600 container_log_manager.go:146] "Initializing container log rotate workers" workers=1 monitorPeriod="10s"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.338856     600 plugin_manager.go:118] "Starting Kubelet Plugin Manager"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: E0903 17:18:35.338980     600 eviction_manager.go:267] "eviction manager: failed to check if we have separate container filesystem. Ignoring." err="no imagefs label for configured runtime"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: E0903 17:18:35.339031     600 eviction_manager.go:292] "Eviction manager: failed to get summary stats" err="failed to get node info: node \"p0-online-boutique\" not found"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.341467     600 scope.go:117] "RemoveContainer" containerID="87df8aff336c23b44bf00efda8d3bb5da76ec11120209255619531500e3e8d6a"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.348260     600 scope.go:117] "RemoveContainer" containerID="f82dc6cbbbc0502b327a91849385fc8e711d335fe2fecf1c72a817c3583faa73"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.358111     600 scope.go:117] "RemoveContainer" containerID="87ac167823c0e686195a89e1caff87a791e738cd4f7518d53bdeeaa773dfe7f8"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.366682     600 scope.go:117] "RemoveContainer" containerID="5e934cb43dfa045e4c37b4ecf45a48afaa83f85f54f6c434e5a4ab2dd28245da"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: E0903 17:18:35.416746     600 reconstruct.go:189] "Failed to get Node status to reconstruct device paths" err="Get \"https://192.168.49.2:8443/api/v1/nodes/p0-online-boutique\": dial tcp 192.168.49.2:8443: connect: connection refused"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: E0903 17:18:35.433804     600 kubelet.go:3215] "No need to create a mirror pod, since failed to get node info from the cluster" err="node \"p0-online-boutique\" not found" node="p0-online-boutique"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.434161     600 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="9a493a6891ce9b1210142cd1f3c9a685a355b105bfbcaddfd73db71de090e5d2"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.434206     600 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="446ed9e7bdb2d6c51b02eaabef222080426a5a4c9fab3ad11e21ef9bda16a6c2"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.434224     600 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="82267c1018fdc0e48ed186d0f563b4b14c854e629723f2a046b7f687254d8180"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.434236     600 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="3b994d76e82eb0ddb4bc654b78769bd3e93a1268944ba6c5df89603c754cc2b6"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.434246     600 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="946a9fc5599e56e5e5a1f64738e66bb4e5ac66310b79fffec7b1553ed3228dc1"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.434254     600 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="9e23b467f620abd3a1dae41f5bef093f6696e885ae2a21570432e968e57937e2"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: E0903 17:18:35.434314     600 kubelet.go:3215] "No need to create a mirror pod, since failed to get node info from the cluster" err="node \"p0-online-boutique\" not found" node="p0-online-boutique"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.434461     600 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="e9c3c9d2faafa1d4d57991d2a31a473c73cee96d33c2f9edfe6552f95d1f26cc"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.434506     600 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="0302555fbef9fe235aa3031a7553583d25cbdb315d71fe7c792b7a580bcc588e"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.434521     600 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="ee591c27fe5bb08c66e9b1952ba08123975dc46bfffafed8acab18c58b4adace"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.434532     600 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="7c74ca1090f43ea9d711b62691975121a793c840b773fc912f3fd0d5ec55cd10"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.434560     600 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="142544672f783ae4d830cefff12f09f7ee9db0a2017bd7b44382fae42ce07cc4"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.434576     600 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="00b4bb1a589be9e8aa747a394156b253883671e7d2797d7a2ec16b36c1af1b94"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.434587     600 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="f82dc6cbbbc0502b327a91849385fc8e711d335fe2fecf1c72a817c3583faa73"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.434595     600 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="b1327cf27b71bfd509479112654584ae4510b5dc7165ef2f6a30f07a520e1d9f"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.434603     600 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="fff52dfd3ffc08e92487f7ef747e9d9f181c152aeb19e71c129a420721f1dfcc"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.434611     600 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="87df8aff336c23b44bf00efda8d3bb5da76ec11120209255619531500e3e8d6a"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.434620     600 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="782699021de72c15df737475e40852c12f56f3d821756e1bd1edbe423ab590af"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.434627     600 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="25fcc17eaba645f3097d89b5b51007b03011af95a45049597cc78b7358d21945"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.434643     600 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="87ac167823c0e686195a89e1caff87a791e738cd4f7518d53bdeeaa773dfe7f8"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.434663     600 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="788dabcfd8527636c1b73ac861227d2a279485c5b84b74eba5836b03706805dc"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.434677     600 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="635b55345233b759efedae59f89292081a8fc6b9e7f41c838ddedb1a76c4d7b8"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.434687     600 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="a49636a86654e2ff1bae03500622f1b66153fdb7beae82faaaef5afffac83437"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.434697     600 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="918d96a5f6216ca25723f4ea05b21521475c4aac3780a94455bbf259b5a6e13b"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.434708     600 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="85aeb6f04cde3f684387c43e6464827dcc886f59e3e8e1dfa5c2e63ce73c039f"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.434720     600 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="cd8023057b41361263bc5b3065b85fab8005e31ece14c66a8f0f9aa080bdfbbe"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.434731     600 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="ebd0b946f51b714d66c32bb1f8a93d8527eb1037392d056b96defa6adf02532b"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.434741     600 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="07ad933c7a35906cebe48bcfbf19e99e97acafad735d3eb843e3282b4942b477"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.434760     600 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="5e934cb43dfa045e4c37b4ecf45a48afaa83f85f54f6c434e5a4ab2dd28245da"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.434771     600 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="3d53df863da6def82bafb664ddb20e21a283e6c5bf338c841a80b6520c4c57e7"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.434790     600 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="0a83b9b5717c2c93c6b77344642221511c151a98ad625d029d401a900f60cc61"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.434805     600 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="1f43e0b44e824eb1daafd960a8b6a7656a9d10e570febd35fc35a530cfb3ae6c"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.434823     600 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="f917025bee9d19a5fe02d8c5179d55f9b2c62a68b55a3aa17d0eed1cf1bcb68a"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.434836     600 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="4168662210430137124648c504e533f1909153b78276fc4367b493b0754922e5"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.434846     600 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="c90e23c733663239065486d52eea005c9e24ebdfa6d8df0380eeed8c16fbbe49"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.434856     600 pod_container_deletor.go:80] "Container not found in pod's containers" containerID="a68c2df90516c1001fe2effef53e1419f5f563e09f0540bbe349142e9958133f"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: E0903 17:18:35.435091     600 kubelet.go:3215] "No need to create a mirror pod, since failed to get node info from the cluster" err="node \"p0-online-boutique\" not found" node="p0-online-boutique"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: E0903 17:18:35.436924     600 kubelet.go:3215] "No need to create a mirror pod, since failed to get node info from the cluster" err="node \"p0-online-boutique\" not found" node="p0-online-boutique"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.438693     600 kubelet_node_status.go:75] "Attempting to register node" node="p0-online-boutique"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: E0903 17:18:35.439124     600 kubelet_node_status.go:107] "Unable to register node with API server" err="Post \"https://192.168.49.2:8443/api/v1/nodes\": dial tcp 192.168.49.2:8443: connect: connection refused" node="p0-online-boutique"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: E0903 17:18:35.497370     600 controller.go:145] "Failed to ensure lease exists, will retry" err="Get \"https://192.168.49.2:8443/apis/coordination.k8s.io/v1/namespaces/kube-node-lease/leases/p0-online-boutique?timeout=10s\": dial tcp 192.168.49.2:8443: connect: connection refused" interval="400ms"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.517253     600 reconciler_common.go:251] "operationExecutor.VerifyControllerAttachedVolume started for volume \"usr-share-ca-certificates\" (UniqueName: \"kubernetes.io/host-path/263dab9366fb60ff8d2af25d014f3278-usr-share-ca-certificates\") pod \"kube-controller-manager-p0-online-boutique\" (UID: \"263dab9366fb60ff8d2af25d014f3278\") " pod="kube-system/kube-controller-manager-p0-online-boutique"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.517309     600 reconciler_common.go:251] "operationExecutor.VerifyControllerAttachedVolume started for volume \"etc-ca-certificates\" (UniqueName: \"kubernetes.io/host-path/49a45571fc1573260f228047fa26840a-etc-ca-certificates\") pod \"kube-apiserver-p0-online-boutique\" (UID: \"49a45571fc1573260f228047fa26840a\") " pod="kube-system/kube-apiserver-p0-online-boutique"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.517337     600 reconciler_common.go:251] "operationExecutor.VerifyControllerAttachedVolume started for volume \"etc-ca-certificates\" (UniqueName: \"kubernetes.io/host-path/263dab9366fb60ff8d2af25d014f3278-etc-ca-certificates\") pod \"kube-controller-manager-p0-online-boutique\" (UID: \"263dab9366fb60ff8d2af25d014f3278\") " pod="kube-system/kube-controller-manager-p0-online-boutique"
Sep 03 17:18:35 p0-online-boutique kubelet[600]: I0903 17:18:35.517350     600 reconciler_common.go:251] "operationExecutor.VerifyControllerAttachedVolume started for volume \"flexvolume-dir\" (UniqueName: \"kubernetes.io/host-path/263dab9366fb60ff8d2af25d014f3278-flexvolume-dir\") pod \"kube-controller-manager-p0-online-boutique\" (UID: \"263dab9366fb60ff8d2af25d014f3278\") " pod="kube-system/kube-controller-manager-p0-online-boutique"
